"2022-09-15 [main] INFO  it.progettofinale.InvoiceServiceTest - Starting InvoiceServiceTest using Java 11.0.15 on MBP-di-Sara.homenet.telecomitalia.it with PID 14148 (started by saramottolese in /Users/saramottolese/Desktop/esercitazioniSpring/BE_ProgettoFinale)
""2022-09-15 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2022-09-15 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2022-09-15 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
""2022-09-15 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-09-15 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-09-15 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-09-15 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4f72078d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2e4d252, org.springframework.security.web.context.SecurityContextPersistenceFilter@2b5a04b0, org.springframework.security.web.header.HeaderWriterFilter@78e4fa1, org.springframework.security.web.authentication.logout.LogoutFilter@30a5a58d, it.progettofinale.security.util.AuthTokenFilter@29693b1d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@37c762aa, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5192b301, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3555d804, org.springframework.security.web.session.SessionManagementFilter@2b441609, org.springframework.security.web.access.ExceptionTranslationFilter@73c6ae15, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5dc1597f]
""2022-09-15 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
""2022-09-15 [main] INFO  it.progettofinale.InvoiceServiceTest - Started InvoiceServiceTest in 9.639 seconds (JVM running for 11.272)
""2022-09-15 [main] INFO  it.progettofinale.util.CityDbLoader - caricamento dei dati dal file comuni-italiani.csv
""2022-09-15 [main] INFO  it.progettofinale.util.CityDbLoader - caricamento dei comuni italiani completato
""2022-09-15 [main] INFO  i.progettofinale.util.CountyDbLoader - caricamento dei dati dal file province-italiane.csv
""2022-09-15 [main] INFO  i.progettofinale.util.CountyDbLoader - caricamento delle province italiane completato
""2022-09-15 [main] INFO  i.p.util.CustomerDbLoader - caricamento dei clienti
""2022-09-15 [main] INFO  i.p.util.CustomerDbLoader - caricamento dei clienti completato
""2022-09-15 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [it.progettofinale.CustomerControllerTest], using SpringBootContextLoader
""2022-09-15 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [it.progettofinale.CustomerControllerTest]: no resource found for suffixes {-context.xml, Context.groovy}.
""2022-09-15 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [it.progettofinale.CustomerControllerTest]: CustomerControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
""2022-09-15 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration it.progettofinale.BeProgettoFinaleApplication for test class it.progettofinale.CustomerControllerTest
""2022-09-15 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
""2022-09-15 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1a6b21a9, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@3defc8e4, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@1553b032, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@26b85fcf, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@659d54d8, org.springframework.test.context.support.DirtiesContextTestExecutionListener@26761867, org.springframework.test.context.transaction.TransactionalTestExecutionListener@2e2ceebb, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@4a8e9a96, org.springframework.test.context.event.EventPublishingTestExecutionListener@453a3c8b, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@5319b16b, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@1a89d485, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@24edb768, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@3027191a, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2e2b749c, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@7ad2a020, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@334d1ee5, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@3b2a3e5f]
""2022-09-15 [main] INFO  i.p.CustomerControllerTest - Starting CustomerControllerTest using Java 11.0.15 on MBP-di-Sara.homenet.telecomitalia.it with PID 14148 (started by saramottolese in /Users/saramottolese/Desktop/esercitazioniSpring/BE_ProgettoFinale)
""2022-09-15 [main] INFO  i.p.CustomerControllerTest - No active profile set, falling back to 1 default profile: "default"
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.repository.AddressRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.repository.CityRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.repository.ContactRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.repository.CountyRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.repository.CustomerRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.repository.InvoiceRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.security.repository.RoleRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.security.repository.UserRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 18 ms. Found 0 JDBC repository interfaces.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 18 ms. Found 8 JPA repository interfaces.
""2022-09-15 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-09-15 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
""2022-09-15 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
""2022-09-15 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
""2022-09-15 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-09-15 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-09-15 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-09-15 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@457271b1, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3e4f0fca, org.springframework.security.web.context.SecurityContextPersistenceFilter@707189ac, org.springframework.security.web.header.HeaderWriterFilter@d9067ed, org.springframework.security.web.authentication.logout.LogoutFilter@72447f4, it.progettofinale.security.util.AuthTokenFilter@39491c1b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@a7c1103, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4ddb0ae, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@170db95f, org.springframework.security.web.session.SessionManagementFilter@383cd77c, org.springframework.security.web.access.ExceptionTranslationFilter@3579f1d0, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6c14839d]
""2022-09-15 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
""2022-09-15 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
""2022-09-15 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
""2022-09-15 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
""2022-09-15 [main] INFO  i.p.CustomerControllerTest - Started CustomerControllerTest in 2.745 seconds (JVM running for 19.412)
""2022-09-15 [main] INFO  it.progettofinale.util.CityDbLoader - caricamento dei dati dal file comuni-italiani.csv
""2022-09-15 [main] INFO  it.progettofinale.util.CityDbLoader - caricamento dei comuni italiani completato
""2022-09-15 [main] INFO  i.progettofinale.util.CountyDbLoader - caricamento dei dati dal file province-italiane.csv
""2022-09-15 [main] INFO  i.progettofinale.util.CountyDbLoader - caricamento delle province italiane completato
""2022-09-15 [main] INFO  i.p.util.CustomerDbLoader - caricamento dei clienti
""2022-09-15 [main] INFO  i.p.util.CustomerDbLoader - caricamento dei clienti completato
""2022-09-15 [main] INFO  i.p.CustomerControllerTest - {"companyName":"Ciccio Pasticcio","vtaNumber":198273665,"email":"ciccio@pasticcio.com","pec":"pinco@pec.it","phoneNumber":"268938746","revenue":null,"id":null,"operationalHeadquartersAddress":{"street":"Via delle baleniere","streetNumber":24,"district":"Ostia","zipCode":"00121","id":null,"city":{"name":"Roma","progressiveCode":null,"id":null,"countyCode":null,"countyName":null}},"registeredOfficeAddress":{"street":"Via delle baleniere","streetNumber":24,"district":"Ostia","zipCode":"00121","id":null,"city":{"name":"Roma","progressiveCode":null,"id":null,"countyCode":null,"countyName":null}},"registrationDate":null,"lastContactDate":null,"invoices":null,"type":"SRL","contact":{"id":null,"name":"Pinco","surname":"Pallo","phoneNumber":"234567898","email":"pinco@pallo.com","customer":null}}
""2022-09-15 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [it.progettofinale.BeProgettoFinaleApplicationTests], using SpringBootContextLoader
""2022-09-15 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [it.progettofinale.BeProgettoFinaleApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
""2022-09-15 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [it.progettofinale.BeProgettoFinaleApplicationTests]: BeProgettoFinaleApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
""2022-09-15 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration it.progettofinale.BeProgettoFinaleApplication for test class it.progettofinale.BeProgettoFinaleApplicationTests
""2022-09-15 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
""2022-09-15 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1a253462, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@251f79c, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@3557c4c7, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@33275af5, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@92fed7, org.springframework.test.context.support.DirtiesContextTestExecutionListener@d72044e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@60888db, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@ff18a1d, org.springframework.test.context.event.EventPublishingTestExecutionListener@1802a972, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@5cf9e48, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@47c3807a, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@44e14bfd, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@4925232a, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@3061c998, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@6bfa5fbe, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@258a4f9f, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@45d61477]
""2022-09-15 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-09-15 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-09-15 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2022-09-15 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-09-15 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown initiated...
""2022-09-15 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown completed.
""2022-09-15 [main] INFO  i.p.BeProgettoFinaleApplication - Starting BeProgettoFinaleApplication using Java 11.0.15 on MBP-di-Sara.homenet.telecomitalia.it with PID 14322 (/Users/saramottolese/Desktop/esercitazioniSpring/BE_ProgettoFinale/target/classes started by saramottolese in /Users/saramottolese/Desktop/esercitazioniSpring/BE_ProgettoFinale)
""2022-09-15 [main] INFO  i.p.BeProgettoFinaleApplication - No active profile set, falling back to 1 default profile: "default"
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.repository.AddressRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.repository.CityRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.repository.ContactRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.repository.CountyRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.repository.CustomerRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.repository.InvoiceRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.security.repository.RoleRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data JDBC - Could not safely identify store assignment for repository candidate interface it.progettofinale.security.repository.UserRepository; If you want this repository to be a JDBC repository, consider annotating your entities with one of these annotations: org.springframework.data.relational.core.mapping.Table.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 43 ms. Found 0 JDBC repository interfaces.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-09-15 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 39 ms. Found 8 JPA repository interfaces.
""2022-09-15 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
""2022-09-15 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2022-09-15 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.65]
""2022-09-15 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2022-09-15 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1681 ms
""2022-09-15 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-09-15 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-09-15 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.10.Final
""2022-09-15 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2022-09-15 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
""2022-09-15 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
""2022-09-15 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
""2022-09-15 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-09-15 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
